أداء وقت التحدث الضعيف ,0
العلبة رائعة وتعمل بشكل جيد مع 680،1
منتج عديم القيمة ,0
يحتوي على كاميرا رائعة بدقة 2 ميجابكسل وصور جميلة وواضحة بجودة صورة رائعة ,1
لم يعجبني هذا المنتج ,0
سماعة رأس لطيفة بسعر مناسب ,1
أسمع فقط القمامة للصوت ,0
سماعة بلوتوث ممتازة ,1
لديه كل الميزات التي أريدها 1
من في عقله الصحيح سيشتري هذه البطارية؟ ,0
بعد الجدال مع فيريزون فيما يتعلق بالمكالمات التي تم إسقاطها ، أعدنا الهواتف بعد يومين ,1
هذه الحالة تبدو جيدة الصنع ,1
بخيبة أمل من البطارية ,0
ليس بصوت عالٍ بما يكفي ولا يتم تشغيله كما ينبغي ,0
حماية جيدة ولا تجعل الهاتف ضخمًا جدًا ,1
تعمل لوحة المفاتيح القابلة للاستخدام في الواقع على تحويل المساعد الرقمي الشخصي إلى آلة مفيدة في العالم الحقيقي بدلاً من مجرد أداة أنيقة ,1
هذا الهاتف قوي جدًا ولم أواجه أي مشاكل كبيرة به ,1
أنا أحب هذا الشيء ,1
كل شيء عنه جيد ومعقول بالنسبة للسعر ، أي 1
محبط جدا ,0
حتى أنني أسقطت هذا الهاتف في تيار وتم غمره لمدة 15 ثانية ولا يزال يعمل بشكل رائع ,1
لقد كنت سعيدًا جدًا بـ 510 ولم أتلق أي شكاوى من أي شخص بخصوص جودة الصوت الخاصة بي من نهايتها ,1
أزرار التشغيل والإيقاف سيئة ,0
بشكل أساسي يمكنك أن تنسى دعم Microsoft الفني ,0
أوصي حقًا بألواح الوجه هذه لأنها تبدو لطيفة جدًا وأنيقة ورائعة ,1
كانت سماعات الرأس هذه اكتشافًا رائعًا - وأعتقد أنها ربما تكون أفضل عملية شراء قمت بها في السنوات العديدة الماضية - بجدية ,1
قم بشراء هاتف مختلف - ولكن ليس هذا ,0
عليك أن تمسك الهاتف بزاوية معينة حتى يسمعك الطرف الآخر بوضوح ,0
العيب الوحيد لمشغل MP3 هو أن الأزرار الموجودة على الغطاء الأمامي للهاتف والتي تتيح لك التوقف مؤقتًا وتخطي الأغاني بعد بضع ثوانٍ ,0
بعد أسبوع من تنشيطه ، مات فجأة ,1
أشعر براحة أكبر من معظم سماعات الرأس لأنني أرتدي نظارات وهذا يعيق الطريق في بعض الأحيان ,1
عظيم لأجهزة iPod أيضًا ,1
هذا الجهاز رائع في عدة مواقف: 1.) 1
لا يعمل الميكروفون ,0
حتى في سيارتي BMW 3 الهادئة إلى حد ما ، أجد صعوبة في سماع ما يقوله الشخص الآخر ,0
اختيار رائع ,1
محطة إرساء لطيفة للمنزل أو العمل ,1
هذا هاتف جميل ,1
أحب هذا المنتج ,1
لا تشتري لـ D807 ... تم الإعلان عنها بشكل خاطئ لـ D807،0
هذا عنصر صغير رائع ,1
أنا أحب هذا الهاتف ، فهو سهل الاستخدام للغاية ويحتوي على الكثير من الميزات ,1
لقد اشتريت هذا وفي غضون يومين لم يعد يعمل !!!!!!!!! 0
أرتديه كل يوم وهو يتحمل جيدًا ,1
ليست صفقة جيدة ,0
وصلت معبأة بشكل جيد في الوقت المحدد وتعمل على النحو المنشود ,1
البطارية تنفد بسرعة 0
عمل هذا العنصر بشكل رائع ولكنه كسر بعد 6 أشهر من الاستخدام ,0
السماعات سهلة الاستخدام ويحبها الجميع ,1
يعمل هذا الهاتف بشكل رائع ,1
بناء السماعات ضعيف ,0
كان المنتج ممتازًا ويعمل بشكل أفضل من منتج فيريزون وكان الصبي أرخص ,1
تحميل الهاتف سوبر 1
بالنسبة لمنتج يكلف بقدر ما يتوقعه هذا المنتج ، أتوقع أن يعمل بشكل أفضل بكثير وبسهولة أكبر من هذا الشيء ,0
مصنوع قويًا جدًا ,1
عملت بشكل رائع! ,1
تعمل سماعات الأذن على تشغيل الموسيقى في أذن واحدة فقط ,0
لا تضيعوا أموالك ..,0
سوف أطلب منهم مرة أخرى ,1
إذا كنت تخطط لاستخدام هذا في السيارة ، فقم بنسيانه ,0
لقد وجدت أن هذا المنتج كبير جدًا ,0
أفضل ما وجدته حتى الآن .... لقد جربت 2 بلوتوث آخر وهذا واحد لديه أفضل جودة (لكل من أنا والمستمع) وكذلك سهولة الاستخدام ,1
أشعر بخيبة أمل كبيرة من قراري ,0
متكامل بسلاسة مع هاتف Motorola RAZR ,1
المشتري احذر من أنك قد تدفع المال في المرحاض ,0
بالتأكيد صفقة ,1
كان السعر جيدًا جدًا ومع الشحن المجاني وكل ما كان عليه هو شراء جيد ,1
استلمت جهاز Motorola 375 الجديد المفترض ، ويبدو أنه لم يكن هناك تطابق بين الهاتف والشاحن ,0
الإيجابيات: - كاميرا جيدة - صور جميلة جدًا لها أيضًا أنماط رائعة مثل الأسود والأبيض وأكثر ,1
هذا عيب كبير في التصميم (إلا إذا لم أستخدمه بشكل صحيح وهو ما لا أعتقده كذلك) ,0
أنا أحب سماعة الرأس 350 .. سماعة البلوتوث الخاصة بي Jabra350 رائعة ، الاستقبال جيد جدًا وقطعة الأذن مريحة ,1
على الرغم من تصنيف الكاميرا بدقة تبلغ 1.3 ميجابكسل ، فإنها تعرض صورًا تقل كثيرًا عن التوقعات بمثل هذه الدقة العالية نسبيًا ,0
لقد قمت بشراء هذا لشاحن السيارة وهو لا يعمل ,0
جودة الصوت من كلا الطرفين ممتازة. أستخدم سماعة الرأس للاتصال بزوجتي وأطلب من زوجتي استخدام سماعة الرأس للاتصال بي!
هذا الهاتف نحيف وخفيف وشاشة جميلة 1
إنه غريب الأطوار قليلاً ، لكنني أعتقد أن هذا جنسه على الخبز المحمص وهو يهز الجنس وينفثه وصولاً إلى حافظة جلدية أنيقة مدمجة بالبطارية ,1
منتج رائع سريع الشحن! ,1
رائع للغاية ,1
لوحة المفاتيح هي حل وسط جميل بين QWERTY الكامل ولوحة مفاتيح رقم الهاتف الخلوي الأساسية ,1
حصلت على هذا الهاتف في نهاية شهر مايو وأنا غير سعيد به تمامًا ,0
مريحة جدًا على الأذن ,1
لقد كان فائزًا لنا ,1
) لا يمكن أن يكون الإعداد أبسط ,1
لقد جربت عدة قطع أذن مختلفة لهاتفي الخلوي وكان Jabra هو الأول الذي وجدته يناسب أذني بشكل مريح ,1
تعذر الحصول على إشارة قوية بما يكفي ,0
أنا سعيد جدًا بعملية الشراء ,1
جودة سيئة ,1
ينجز المهمة ,1
صوت رائع! ,1
في الأساس كانت الخدمة سيئة للغاية ,1
لم يعمل في قابس هاتفي الخلوي ، أنا جاهز جدًا مع الشاحن! ,0
كانت سماعة BT مثل هذا الإلغاء ,0
إنه صغير جدًا ولا تدرك أنه موجود بعد فترة من التعود عليه ,1
البرنامج المصاحب رائع تقريبًا ,1
تعمل السماعة بشكل رائع وتم تعبئتها بشكل جيد لتجنب أي ضرر ,1
! أوصي بالتأكيد! ,1
المشتري - كن حذرًا جدًا !!!!! ,0
فشلت غالبية سماعات الأذن Logitech ,0
أشياء جيدة جدًا بالنسبة للسعر ,1
تعمل سماعة الرأس الخاصة بي فقط ,1
في منزلي ، كنت أحصل على تغطية في الطابق العلوي ولا توجد تغطية في الطابق السفلي ,0
التعرف على الصوت هائل ,1
يا له من مضيعة ,0
خلال عدة مكالمات مختلفة مدتها دقيقتان ، واجهت 5 قطرات وكانت في منطقة بها 5 بارات ,0
لم أكن سعيدًا بهذا العنصر ,0
بخيبة أمل كبيرة ,0
يستغرق الهاتف إلى الأبد لشحن مثل 2 إلى 5 ساعات حرفيًا ,0
حصلت على هذا الهاتف عند توصية من أحد أقاربي وأنا سعيد لأنني فعلت ذلك ,1
يا له من مضيعة للوقت!
استقباله ضعيف للغاية ,0
العناصر المذكورة على النحو الوارد في الوصف غير مدرجة ,0
بعد 3 أشهر ، أصبحت الشاشة سوداء فجأة ,1
كنت أتمنى المزيد ,0
جودة الصوت رديئة للغاية ,1
لم أواجه أي مشكلة على الإطلاق مع ربط هذه السماعة بجهاز 8530 Blackberry Curve ,1
أعلم أن هذا يبدو مضحكًا ولكن بالنسبة لي بدا الأمر وكأنه تقنية غير دقيقة لن تعمل بشكل جيد.
لقد اشتريت سماعات رأس سلكية بقيمة 5 دولارات تبدو أفضل من هذه ,0
هذا الهاتف سريع جدًا في إرسال أي نوع من الرسائل ، كما أن تصفح الويب أسرع بكثير من الهواتف السابقة التي استخدمتها ,1
نوعية جيدة البناء على عكس بعض s *** هناك ,1
هذا العنصر رائع ويعمل بشكل مثالي ,1
وأنا فقط أحب الألوان ,1
W810i هو مجرد رائع ,1
كل ما يمكنني فعله هو أنين على الإنترنت ، لذا ها هو ذا ، فكلما استخدمت الشيء كلما قل إعجابي به ,1
شاحن كبير ,1
هذه في الأساس أداة اتصال لا تتواصل ,0
يعمل كالسحر؛ إنه يعمل بنفس الطريقة التي حصلت عليها مع الهاتف ,1
ما زلت أصر على أن القرود لا ينبغي أن تصنع سماعات رأس ، فمن الواضح أننا لا نشارك ما يكفي من الحمض النووي لنسخ التصميم إلى البشر ،
قيمة عظيمة ,1
لا يعمل على الإطلاق .. أنا أشجعه على L7c الخاص بي ولا يعمل ,0
شكلها حاد جدا والشاشة جميلة وواضحة برسومات رائعة ,1
لا تدوم طويلا ,0
شيء واحد أكرهه هو زر ضبط الوضع على الجانب ,0
خدمة ممتازة !!!!!!!! ,1
شكرا لإضاعة أموالي ,0
كيف يمكن أن يكون جودة الصوت رديئة ,0
شواحن ونصائح iGo رائعة حقًا ,1
يوفر متصفح الملفات جميع الخيارات التي يحتاجها المرء
هاتف رائع على شبكة رائعة ,1
لقد قمت بتوصيل بلوتوث زوجتي (Motorola HS850) بهاتفي وعمل مثل السحر سواء كان الهاتف في جيبي أو في العلبة ,1
لقد قمت بوضع أحدث نظام تشغيل عليه (v1.15g) ويحب الآن أن يتباطأ في الزحف ويغلق بين الحين والآخر ,0
يتعرف فقط على الهاتف كجهاز تخزين ,0
إذا كنت تحب أزيزًا عاليًا لتجاوز جميع محادثاتك ، فهذا الهاتف مناسب لك! 0
لا تشتري هذا المنتج ,0
لقد حصلت على هذه السماعة ذات اللون الأزرق لبعض الوقت الآن وما زلت غير مرتاح للطريقة التي تناسبها على الأذن ,0
جودة الصوت جيدة والوظائف رائعة ,1
لدي هذا الهاتف وهو شوكة في جانبي أنا أكرهه حقًا ,0
لقد واجهت مؤخرًا مشاكل حيث لم أتمكن من البقاء على اتصال لأكثر من 10 دقائق قبل قطع الاتصال ,0
لا يصدق! ,1
عيب التصميم؟ ,0
هاتف رائع! ,1
نفايات 13 دولارات ,0
ولكن عندما أتحقق من البريد الصوتي ليلاً ، تنطفئ الإضاءة الخلفية للوحة المفاتيح بعد ثوانٍ قليلة من ظهور الرسالة الأولى ثم أضيع ,1
توفي البديل في غضون أسابيع قليلة ,0
أي نغمة رنين .. هاتف جيد للشراء. ,1
لقد كانت مؤخرًا لطيفة للغاية ومفيدة على الهاتف ,1
لقد واجهت مشاكل مع إشارة إسقاط الضرب والمزيد ,0
غير معجب 0
خفة الوزن بالكاد ألاحظ وجودها ,1
ستحب كم هي رقيقة ,1
الاختيار السيئ ,1
حافظة البلاثر غير مناسبة ,0
الهاتف عديم الفائدة ببساطة الصم ,0
اللون أجمل مما كنت أعتقد أنه سيكون والرسومات حادة بشكل لا يصدق ,1
بشكل عام ، أعتقد أنه كان استثمارًا جيدًا ,1
تصدر أصوات طقطقات غريبة جدًا قبل أن تنهي المكالمة ,0
أفضل الأجهزة الإلكترونية لأجهزة إرسال FM المتوفرة ,1
البطارية تدوم لساعات قليلة فقط 1
سماعة رائعة مبهر جدا - H500،1
تعد الكاميرا التي تبلغ دقتها 1.2 ميغا بكسل جزءًا من الهاتف جيدة بشكل معقول 7.1
لقد عانيت من هذا منذ ما يقرب من عامين وقد عملت بشكل رائع بالنسبة لي ,1
نقل الصوت الجيد ,1
نحن نعيدها ,0
لم أزعج عناء الاتصال بالشركة للحصول على القليل من المنتجات بالدولار ، لكنني تعلمت الدرس الذي مفاده أنه لم يكن عليّ شراء هذا النموذج عبر الإنترنت على أي حال ,0
إذا كنت تكره سماعات الأذن فتجنب هذا الهاتف بكل الوسائل ,0
سعر رائع أيضًا ,1
النطاق لائق جدًا لقد تمكنت من التجول في منزلي باستخدام الهاتف في غرفة المعيشة دون أي مشاكل في جودة الصوت / الاستقبال ,1
خدمة سريعة ,1
سأكون في غاية يوصي هذا ,1
أود أن أوصي بهذا ,1
أنا أيضًا لم يعجبني زر التشغيل الذي شعرت أنه سيتصدع مع الاستخدام ,0
أسوأ هاتف على الإطلاق ,0
ما زلت مفتونًا بهذا الهاتف ,1
يتجمد بشكل متكرر 4،0
إنه نوع من المحرج لاستخدامه بسبب شكله وغالبًا ما يكون محرجًا كيف تبدو الشركة مثل الأطفال ,0
بسيطة وخفيفة الوزن ومناسبة تماما ,1
بشكل عام ، كنت أتوقع تجربة أفضل للمستهلكين من Motorola ,1
يوجد صوت علامة فظيع في الخلفية في جميع مكالماتي التي لم أجربها من قبل ,0
هذه بالتأكيد مريحة للغاية والوظيفة جيدة ,1
أنا عادة لا أحب عصابات الرأس ولكن هذه القطعة خفيفة الوزن جدًا ولا تفسد شعري ,1
أنا محبط بعض الشيء ,0
لقد حصلت على هذا الهاتف منذ أكثر من عام الآن وسأخبرك أنه ليس رائعًا ,0
لقد طلبت هذا من أجل sony Ericsson W810i لكنني أعتقد أنه نجح مرة واحدة فقط (هذا عندما استخدمته لأول مرة) ,0
البطارية عديمة الفائدة تمامًا بالنسبة لي ,0
يا له من مضيعة كبيرة للوقت ,0
لا تضيع $ $ على هذا 0
صوت وخدمة رائعة ,1
مسرور حقًا بهذا المنتج حتى الآن ,1
واحدة من مشترياتي المفضلة على الإطلاق ,1
أفضل بلوتوث في السوق ,1
جلد أصلي مع لمعان لطيف وراحة أنصحك بهذه الجراب! ,1
لقد كنت متحمسًا جدًا للحصول على هذه السماعة لأنني اعتقدت أنها لطيفة حقًا ,1
لا ترتكب نفس الخطأ مثلي ,0
خيبة أمل كبيرة من مزامنة التقويم ,1
كان الهاتف غير قابل للاستخدام ولم يكن جديدًا ,0
أسوأ خدمة عملاء على الإطلاق ,0
لا توجد مواد هلامية إضافية للأذن ولا توجد تعليمات على الإطلاق ,0
إنه يتعارض مع الغرض من سماعة البلوتوث ,0
يستحق كل بنس ,1
حالة الهاتف نوع المحفظة ممتازة ,1
سماعات رأس جيدة بالنسبة للسعر وتعمل بشكل رائع ,1
الإنترنت بطيء للغاية ,0
من المريح جدًا ارتدائها وهو على الأرجح الجانب الأكثر أهمية في استخدام الجراب ,1
يناسب القفازات وهو قوي وآمن ودائم ,1
يا إلهي أفضل هاتف لدي على الإطلاق ,1
إنها جذابة للغاية ويبدو أنها ذات نوعية جيدة ,1
أنا أحب جميع الميزات وعامل الشكل ,1
كان لهذا المنتج رائحة مطاطية / بترولية قوية لا تطاق بعد فترة وتسبب لي في إعادته 0
الجودة والخدمة الرديئة ,0
يبدو الكابل رقيقًا وهشًا للغاية ، إنه مخيف ,0
سماعة أذن كبيرة ,1
أداة ممتازة خالية من اليدين ,1
عظيم للاستخدام مع الاستريو المنزلي الخاص بك ,1
منتج جيد - قيمة لا تصدق ,1
كان هذا فقط لمدة شهر ولكنه نجح بشكل لا تشوبه شائبة حتى الآن ,1
يعمل بشكل رائع ,1
الخردة المطلقة ,1
هذا لم يعمل أيضًا ,0
عمر البطارية جيد حقًا ,1
تم إرجاعه بعد 8 ساعات ,0
إنه عنصر رائع ,1
لا تضيعوا أموالك!,0
أحب هذه السماعة ,1
لن يؤدي ذلك إلى استنزاف المشغل فحسب ، بل من المحتمل أيضًا أن يقلى ,0
عملت بشكل مثالي ,1
غير جدير بالثقة - أنا أستسلم ,0
أعطيته 5 نجوم بسبب جودة الصوت ,1
تجنب هذا إذا استطعت ,1
قابس عكسي يعمل بشكل رائع ,1
لقد أهدرت أموالي الصغيرة مع هذه السماعة ,0
هاتف جيد جدا ,1
أفضل ما في الأمر هو أن ميزة التدوير مفيدة جدًا ,1
الراحة لجميع أفراد أسرتنا ,1
منتج جيد بائع جيد ,1
أحب هذا البلوتوث ,1
بادئ ذي بدء ، إنه لا يلبس جيدًا ,0
أنا معجب جدًا بهذه السماعة من بلانترونكس ,1
لقد حصلت عليها لأنها كانت صغيرة جدًا ورائعة ,1
هاتف رائع! ,1
لا أوصي بشراء هذا المنتج ,0
قطعة من القمامة ,0
المفصلة غير المنسوجة بشكل سيئ ,0
تم تثبيت هذا العنصر بشكل رائع ، فقد سمح له بالشحن بين عشية وضحاها وكان يعمل بشكل جيد منذ ذلك الحين دون أي مشاكل 1
هاتف رائع ,1
لا تشتريه ,0
هاتف ممتاز ,1
لا تشتري هذا الهاتف ,0
التعرف على الصوت من خلال الهاتف ممتاز ,1
هذا أفضل هاتف حصلت عليه على الإطلاق ,1
يعمل بشكل رائع عندما هاجمت قطتي الهاتف فخدش الشريط الواقي بدلاً من تدمير الشاشة ,1
هذا واحد يعمل وكان سعره مناسبًا ,1
خدمة العملاء كانت سيئة للغاية ,0
لا يزال عمر البطارية غير طويل بما يكفي في Motorola Razor V3i ,1
إرساله مرة أخرى ,0
الآن أعلم أنني اتخذت قرارًا حكيمًا ,1
يجب على شخص ما أن يخترع هذا عاجلاً ,1
سعر جيد ,1
كل شيء يعمل في المحاولة الأولى ، وقد تم تصميم الجهاز بطريقة ذكية بالتأكيد وشكله جيد ,1
لقد استلمتها بسرعة وهي تعمل بشكل رائع! ,1
كان يعمل بشكل رائع ,1
كما اشتكى الكثير من الناس ، وجدت أن ميكروفون سماعة الرأس هذه كان ضعيفًا جدًا ,1
يحمل جهاز Nokia 2160 البالغ من العمر 5 سنوات من Tracfone الشحنة أفضل بكثير من هذا ,0
إنهم لا يهتمون بالمستهلك بت واحد ,0
هذه بطارية جيدة وقد وصلت هنا بسرعة كبيرة ,1
دليل التعليمات غير موجود ,0
كما أنها نحيفة بما يكفي لتلائم محطة الإرساء المنبهة الخاصة بي دون إزالة الجراب ,1
يحمل الهاتف الآن شحنًا كما كان يفعل عندما كان جديدًا ,1
البطارية لا يمكن الاعتماد عليها وكذلك استخدام الخدمة انتينا 0
إنه غير مريح وجودة الصوت رديئة جدًا مقارنة بالهاتف (Razr) أو بسماعة الرأس السلكية السابقة (التي تم توصيلها بـ LG) ,0
لقد حصلنا على الكثير من الثناء عليه ,1
هذا بالتأكيد أمر لا بد منه إذا كانت ولايتك لا تسمح باستخدام الهاتف الخلوي أثناء القيادة ,1
أريد استعادة نقودي ,0
أنا أحب هذا الجهاز ,1
أنا أيضًا سعيد جدًا بالسعر ,1
لقد طلبت هذا المنتج أولاً ولم أكن راضيًا عنه على الفور ,0
لا يزال Ngage يفتقر إلى سماعات الأذن ,0
تمكنت من إجراء اتصال صوتي في السيارة دون أي مشكلة ,1
لدي 2-3 أشرطة على هاتفي الخلوي عندما أكون في المنزل ولكن لا يمكنك سماع أي شيء ,0
سعر منخفض للبند الجيد ,1
ومع ذلك ، فإن نغمات الرنين ليست هي الأفضل ولا الألعاب ,0
القابس لم يعمل بشكل جيد جدا ,0
AMAZON SUCKS ,1
راوغ قبالة ---- الشحن الزائد ,0
مريح جدا ,1
تعمل البطارية بشكل جيد كبديل للأصل الذي جاء مع الهاتف منذ أكثر من عامين 1
الاستقبال ممتاز 1
تناسبها بشكل مريح في أي من الأذنين ، يكون الصوت واضحًا وبصوت عالٍ وتستمر الشحن لمدة يومين ,1
جودة صوت واضحة جدًا ولن تضطر إلى العبث بالصوت الموجود على جهاز iPod الخاص بك نظرًا لوجود أزرار الصوت في سماعة الرأس ,1
1. بطارية طويلة الأمد (ليس عليك إعادة شحنها بشكل متكرر مثل بعض الهواتف القابلة للطي) 2،1
من الواضح أن هناك مشكلة في المادة اللاصقة ,0
مخيب للآمال جدا ,0
لقد كانت قطعة غير مكلفة ولكن ما زلت أتوقع جودة أفضل ,0
إنه عديم الفائدة عمليًا ولم يضيف أي نوع من التعزيز إلى استقبالي بعد أن اشتريته ,0
جودة صوت ممتازة ,1
لم يكن سعيدا ,0
قطعة من القمامة التي انكسرت بعد أن تكون على هاتفي لمدة يومين !! ,1
بطارية جديدة تعمل بشكل رائع في الهاتف ,1
أسوأ خدمة عملاء ,0
لقد أسقطت هاتفي مرات أكثر مما يمكنني قوله حتى على الخرسانة وما زال هاتفي رائعًا (طرق الخشب!) ,1
الاستقبال رهيب ومليء بالثابت ,0
جودة صوت جيدة ,1
لقد حول هذا الجهاز الصغير قدرتي التنظيمية وجعل حياتي أسهل كثيرًا ,1
كنت جالسًا في سيارتي والحامل على حزامي وفقدت سماعة الرأس الإشارة ,0
كنا الحمقى على الهاتف ,0
يعمل كالسحر .. يعمل كما هو معلن عنه ,1
نطاق مريح ومريح وعمر بطارية جيد ,1
تغطية شبكتهم في لوس أنجلوس مروعة ,0
سماعة رأس لاسلكية ممتازة ,0
يعد خيار مكبر الصوت رائعًا ، فالمصدات ذات الأضواء رائعة جدًا ... 0
الشيء الوحيد الذي أعتقد أنه يمكن تحسينه هو تسرب الصوت من سماعة الرأس ,0
أولاً ، تمتص الاستقبال ، لم يكن لدي أبدًا أكثر من بارين على الإطلاق ,0
الهاتف يصبح ساخن للغاية! 0
يعمل الميكروفون أيضًا بشكل جيد ولكنه (وفقًا للأشخاص الذين اتصلت بهم) يُطبق كل شيء ,1
تصميم جميل وجودة ,1
أيضًا إذا تم إسقاط هاتفك ، فلن تقوم هذه الحالة بحفظه خاصة عند إسقاطه لأسفل ,1
إنه خفيف وسهل الاستخدام وله استقبال وإرسال واضح للغاية ,1
طريقة غير مناسبة كبيرة جدًا ,1
بالتأكيد لم يكن جيدًا مثل S11،1 الخاص بي
جهاز رائع ,1
إهدار للمال ,0
كنت قد طلبت كابل بيانات موتورولا وحصلت على منتج جيد التجهيز وعملي ,1
أحب هذا الهاتف ,1
كنت أبحث عن هذه السماعة لفترة طويلة والآن بعد أن حصلت عليها ، لا يمكنني أن أكون أكثر سعادة ,1
سأستمر في القيادة وستبدأ سماعة الرأس في الرنين بدون سبب ,0
العرض ممتاز والكاميرا جيدة مثل أي من تلك السنة ,1
عمر البطارية رائع أيضًا ,1
أسوأ هاتف مررت به على الإطلاق .... أمتلكه منذ بضعة أشهر فقط ,0
ليس عنصرًا جيدًا .. لقد نجح لفترة ثم بدأت أواجه مشكلات في مشغل الأشرطة العكسي التلقائي ,0
هذا محرج للغاية وأذني تؤلمني أيضًا إذا حاولت دفع سدادة الأذن في أذني ,0
يحمي الهاتف من جميع الجوانب ,1
هذا هاتف متوسط جدًا بعمر بطارية سيئ ويعمل على شبكة ضعيفة ,0
مسح مكالمات سكايب ذات عمر طويل للبطارية ,1
تقنية Soyo تمتص ,0
جهاز حر اليدين العظيم ,1
يمكنك حتى التقاط صور ذاتية مع شاشة خارجية (خارجية) رائعة جدًا ,1
نفس المشكلة كما ذكرها الآخرون ,0
بعد تجربة العديد من الأدوات غير اليدوية ، هذه هي الأداة التي تعمل أخيرًا بشكل جيد ,1
المساعدة السحرية ,1
أسوأ قطعة هراء على الإطلاق مع خدمة عملاء Verizon ,0
جودة الصوت رديئة ,0
أفضل هاتف في السوق :) ,1
عملت بشكل جيد جدا ,1
قامت الشركة بشحن منتجي بسرعة كبيرة وهي تعمل بشكل جيد ,1
بالضبط ما أردت ,1
دقة الصورة أقل بكثير مما تقدمه الهواتف الأخرى ذات الأسعار المماثلة اليوم ,0
هذه صفقة رائعة ,1
منتج ممتاز أنا راضٍ جدًا عن الشراء ,1
أوصي بشدة بهذه الأشياء وأشجع الناس على تجربتها ,1
أفضل مما تتوقع ,1
باستخدام جميع قطع الأذن اليسرى أو اليمنى ، لن يبقى هذا الشيء على أذني ,0
منتج وسعر رائع ,1
تبدو جيدة وبأسعار معقولة وفعالة إنها بهذه البساطة ,1
ما زلت في الانتظار ...... أنا متأكد من أن هذا العنصر سيعمل بشكل جيد .. إذا تلقيته من أي وقت مضى!
يا لها من خيبة أمل 0
خدمة سريعة للغاية ,1
منتج ممتاز بالنسبة للسعر ,1
مسرور جدًا بهذه السماعة ,1
لا تضيعوا أموالك ووقتك ,0
أنا أحب بشكل خاص عمر البطارية الطويل ,1
من الغباء جدًا أن تضطر إلى الاستمرار في شراء أجهزة شحن جديدة ، وشواحن السيارات ، وحمل سماعات الرأس وأطقم السيارة في كل مرة يخرج فيها هاتف جديد ,0
يعمل بشكل رائع ,1
بلانترونكس شراء بلوتوث اكسلنت ,1
لقد جئت من Verizon لأن cingulair لديها هواتف خلوية أجمل .... أول شيء لاحظته هو الخدمة السيئة حقًا ,0
سأبحث عن سماعة أذن جديدة ,0
أوصي بشدة بهذا الجهاز للجميع ,1
Jawbone Era رائع أيضًا ,1
لقد تلقينا بطارية بيضاء اللون تنتهي بعد بضع ساعات من الاستخدام الأصلي الذي كان يدوم لمدة أسبوع - ولكن لا يزال يدوم لفترة أطول من وضعه.
بعد عام ، نفدت البطارية تمامًا في سماعة الرأس الخاصة بي ,1
